"Status";"Amount";"Customer";"Pipeline status";"Status";"Creation date";"Closing date";"Product";"Country";"Sales person";"Prob"
"RED";"14,697.052";"Company 7";"ADVANCED";"DEMO";"18/08/2011 16:24:23";"21/11/2011 16:24:23";"PRODUCT 1";"Indonesia";"Julio Burdge";"8.932"
"RED";"11,368.621";"Company 6";"ADVANCED";"VERBAL COMMITMENT";"14/08/2011 08:13:23";"25/11/2011 08:13:23";"PRODUCT 4";"France";"Nita Marling";"9.488"
"RED";"8,646.446";"Company 4";"EARLY";"WIN";"19/08/2011 13:54:23";"20/11/2011 13:54:23";"PRODUCT 8";"Japan";"Roxie Foraker";"12.145"
"YELLOW";"11,747.834";"Company 7";"ADVANCED";"STANDBY";"12/08/2011 06:57:23";"18/12/2011 06:57:23";"PRODUCT 4";"Canada";"Julio Burdge";"71.283"
"GREY";"14,890.271";"Company 3";"ADVANCED";"STANDBY";"03/08/2011 12:33:23";"09/11/2011 12:33:23";"PRODUCT 10";"France";"Jamie Gilbeau";"29.871"
"RED";"10,046.099";"Company 3";"EARLY";"QUALIFIED";"14/08/2011 07:47:23";"22/11/2011 07:47:23";"PRODUCT 7";"United States";"Jerri Preble";"18.662"
"RED";"14,142.694";"Company 3";"ADVANCED";"DEMO";"09/08/2011 09:16:23";"19/12/2011 09:16:23";"PRODUCT 4";"Switzerland";"Jerri Preble";"18.579"
"GREEN";"8,313.602";"Company 1";"EARLY";"WIN";"09/08/2011 17:01:23";"16/12/2011 17:01:23";"PRODUCT 7";"Sweden";"Jerri Preble";"83.563"
"GREY";"13,556.117";"Company 8";"STANDBY";"LOST";"26/08/2011 01:00:23";"23/12/2011 01:00:23";"PRODUCT 2";"India";"Kathrine Janas";"46.132"
"YELLOW";"10,900.751";"Company 8";"STANDBY";"LOST";"13/08/2011 07:33:23";"02/12/2011 07:33:23";"PRODUCT 4";"Mexico";"Darryl Innes";"52.934"
"RED";"10,948.081";"Company 9";"STANDBY";"DEMO";"17/08/2011 14:45:23";"27/11/2011 14:45:23";"PRODUCT 3";"China";"Darryl Innes";"2.552"
"GREEN";"12,378.432";"Company 3";"STANDBY";"SHORT LISTED";"12/09/2011 14:31:23";"21/12/2011 14:31:23";"PRODUCT 3";"Switzerland";"Julio Burdge";"82.822"
"GREY";"10,789.874";"Company 5";"ADVANCED";"LOST";"22/09/2011 14:31:23";"26/12/2011 14:31:23";"PRODUCT 6";"Germany";"Nita Marling";"29.938"
"YELLOW";"10,969.987";"Company 3";"ADVANCED";"VERBAL COMMITMENT";"13/09/2011 01:41:23";"26/12/2011 01:41:23";"PRODUCT 7";"Canada";"Roxie Foraker";"56.606"
"RED";"11,456.877";"Company 7";"STANDBY";"QUALIFIED";"02/09/2011 21:01:23";"20/12/2011 21:01:23";"PRODUCT 6";"Indonesia";"Roxie Foraker";"21.511"
"GREY";"8,994.907";"Company 8";"EARLY";"DEMO";"09/09/2011 12:41:23";"23/12/2011 12:41:23";"PRODUCT 2";"Norway";"Julio Burdge";"37.366"
"GREY";"9,240.609";"Company 6";"EARLY";"STANDBY";"12/09/2011 05:59:23";"09/01/2012 05:59:23";"PRODUCT 7";"Norway";"Nita Marling";"39.807"
"YELLOW";"10,824.248";"Company 5";"STANDBY";"VERBAL COMMITMENT";"18/09/2011 19:59:23";"29/01/2012 19:59:23";"PRODUCT 11";"Saudi Arabia";"Julio Burdge";"64.397"
"RED";"8,622.507";"Company 6";"ADVANCED";"QUALIFIED";"21/09/2011 12:15:23";"15/01/2012 12:15:23";"PRODUCT 8";"China";"Nita Marling";"4.01"
"GREY";"14,847.762";"Company 1";"STANDBY";"WIN";"20/09/2011 02:21:23";"08/01/2012 02:21:23";"PRODUCT 3";"Germany";"Jerri Preble";"43.859"
"GREEN";"14,309.415";"Company 8";"ADVANCED";"WIN";"12/09/2011 06:35:23";"31/12/2011 06:35:23";"PRODUCT 6";"Germany";"Darryl Innes";"96.425"
"GREEN";"9,952.75";"Company 5";"EARLY";"SHORT LISTED";"09/09/2011 14:21:23";"28/12/2011 14:21:23";"PRODUCT 10";"Spain";"Neva Hunger";"83.572"
"GREY";"8,530.793";"Company 9";"ADVANCED";"DEMO";"06/09/2011 05:04:23";"29/12/2011 05:04:23";"PRODUCT 11";"Indonesia";"Roxie Foraker";"38.09"
"RED";"8,014.629";"Company 3";"STANDBY";"LOST";"04/09/2011 19:07:23";"29/12/2011 19:07:23";"PRODUCT 5";"India";"Darryl Innes";"21.95"
"GREEN";"8,097.652";"Company 1";"STANDBY";"VERBAL COMMITMENT";"14/09/2011 07:25:23";"22/01/2012 07:25:23";"PRODUCT 10";"Netherlands";"Roxie Foraker";"83.53"
"RED";"10,899.224";"Company 4";"STANDBY";"STANDBY";"10/09/2011 19:52:23";"02/01/2012 19:52:23";"PRODUCT 2";"United States";"Neva Hunger";"1.073"
"GREEN";"8,723.196";"Company 1";"EARLY";"QUALIFIED";"20/09/2011 07:51:23";"22/01/2012 07:51:23";"PRODUCT 8";"Canada";"Julio Burdge";"84.654"
"GREY";"13,476.774";"Company 9";"STANDBY";"STANDBY";"05/09/2011 12:48:23";"02/01/2012 12:48:23";"PRODUCT 10";"United Kingdom";"Neva Hunger";"33.905"
"YELLOW";"9,105.192";"Company 7";"EARLY";"LOST";"01/09/2011 01:30:23";"02/01/2012 01:30:23";"PRODUCT 4";"Spain";"Neva Hunger";"73.787"
"RED";"11,147.659";"Company 9";"ADVANCED";"VERBAL COMMITMENT";"25/09/2011 09:43:23";"31/12/2011 09:43:23";"PRODUCT 8";"United Kingdom";"Kathrine Janas";"15.647"
"RED";"13,270.056";"Company 4";"EARLY";"CONTACTED";"12/09/2011 02:57:23";"19/01/2012 02:57:23";"PRODUCT 3";"Indonesia";"Roxie Foraker";"15.849"
"GREY";"8,379.844";"Company 1";"STANDBY";"CONTACTED";"05/09/2011 22:36:23";"15/01/2012 22:36:23";"PRODUCT 8";"Japan";"Neva Hunger";"29.233"
"GREEN";"14,678.657";"Company 8";"EARLY";"CONTACTED";"13/09/2011 05:09:23";"06/01/2012 05:09:23";"PRODUCT 10";"Netherlands";"Jamie Gilbeau";"79.669"
"GREEN";"10,758.045";"Company 2";"EARLY";"QUALIFIED";"13/09/2011 15:04:23";"18/01/2012 15:04:23";"PRODUCT 5";"Russia";"Darryl Innes";"94.971"
"GREEN";"14,593.839";"Company 1";"EARLY";"SHORT LISTED";"17/09/2011 22:14:23";"23/12/2011 22:14:23";"PRODUCT 11";"Canada";"Nita Marling";"78.444"
"RED";"11,044.607";"Company 3";"EARLY";"QUALIFIED";"09/09/2011 17:18:23";"07/01/2012 17:18:23";"PRODUCT 8";"Turkey";"Neva Hunger";"14.316"
"GREY";"8,209.664";"Company 2";"EARLY";"WIN";"24/09/2011 02:35:23";"16/01/2012 02:35:23";"PRODUCT 5";"Spain";"Roxie Foraker";"29.336"
"YELLOW";"14,752.112";"Company 6";"STANDBY";"SHORT LISTED";"10/09/2011 15:00:23";"02/01/2012 15:00:23";"PRODUCT 6";"Italy";"Roxie Foraker";"57.79"
"GREEN";"12,042.374";"Company 3";"EARLY";"STANDBY";"20/09/2011 03:25:23";"06/01/2012 03:25:23";"PRODUCT 3";"Indonesia";"Jamie Gilbeau";"82.21"
"GREY";"10,727.694";"Company 4";"ADVANCED";"SHORT LISTED";"08/09/2011 14:23:23";"09/12/2011 14:23:23";"PRODUCT 2";"Sweden";"Roxie Foraker";"47.038"
"YELLOW";"10,083.068";"Company 9";"EARLY";"QUALIFIED";"08/09/2011 07:32:23";"26/12/2011 07:32:23";"PRODUCT 10";"Italy";"Julio Burdge";"67.513"
"GREEN";"9,249.079";"Company 9";"STANDBY";"QUALIFIED";"18/10/2011 01:38:23";"16/02/2012 01:38:23";"PRODUCT 8";"Mexico";"Roxie Foraker";"81.034"
"RED";"11,212.1";"Company 9";"ADVANCED";"DEMO";"21/10/2011 18:15:23";"23/01/2012 18:15:23";"PRODUCT 2";"Japan";"Nita Marling";"13.295"
"YELLOW";"11,132.342";"Company 3";"ADVANCED";"CONTACTED";"08/10/2011 19:51:23";"20/01/2012 19:51:23";"PRODUCT 8";"Poland";"Nita Marling";"56.414"
"GREEN";"11,375.2";"Company 3";"EARLY";"DEMO";"01/10/2011 22:51:23";"30/01/2012 22:51:23";"PRODUCT 6";"Belgium";"Neva Hunger";"81.368"
"GREY";"9,351.387";"Company 2";"STANDBY";"DEMO";"23/10/2011 03:27:23";"12/02/2012 03:27:23";"PRODUCT 5";"Russia";"Roxie Foraker";"31.959"
"YELLOW";"11,021.305";"Company 5";"EARLY";"SHORT LISTED";"19/10/2011 17:16:23";"16/02/2012 17:16:23";"PRODUCT 4";"Switzerland";"Jerri Preble";"72.607"
"GREEN";"12,669.136";"Company 9";"EARLY";"SHORT LISTED";"06/10/2011 18:13:23";"14/01/2012 18:13:23";"PRODUCT 3";"India";"Darryl Innes";"87.218"
"YELLOW";"14,302.114";"Company 3";"STANDBY";"STANDBY";"24/10/2011 14:17:23";"29/01/2012 14:17:23";"PRODUCT 7";"China";"Jamie Gilbeau";"51.394"
"GREY";"10,780.449";"Company 9";"EARLY";"DEMO";"09/10/2011 14:54:23";"26/01/2012 14:54:23";"PRODUCT 10";"United States";"Jamie Gilbeau";"25.266"
"GREY";"13,533.367";"Company 8";"EARLY";"SHORT LISTED";"03/10/2011 18:27:23";"08/01/2012 18:27:23";"PRODUCT 3";"Spain";"Darryl Innes";"39.194"
"YELLOW";"10,466.751";"Company 5";"ADVANCED";"WIN";"13/10/2011 02:54:23";"10/02/2012 02:54:23";"PRODUCT 7";"Saudi Arabia";"Darryl Innes";"69.612"
"GREY";"11,417.827";"Company 4";"STANDBY";"CONTACTED";"05/10/2011 08:06:23";"29/01/2012 08:06:23";"PRODUCT 4";"Mexico";"Julio Burdge";"27.285"
"RED";"13,262.388";"Company 7";"ADVANCED";"WIN";"17/10/2011 10:45:23";"16/01/2012 10:45:23";"PRODUCT 10";"South Korea";"Jerri Preble";"5.236"
"YELLOW";"14,530.001";"Company 6";"EARLY";"CONTACTED";"17/10/2011 12:41:23";"18/01/2012 12:41:23";"PRODUCT 2";"France";"Neva Hunger";"58.616"
"RED";"8,132.694";"Company 4";"STANDBY";"CONTACTED";"14/10/2011 19:34:23";"11/02/2012 19:34:23";"PRODUCT 8";"Belgium";"Jamie Gilbeau";"13.777"
"GREY";"8,562.561";"Company 3";"EARLY";"QUALIFIED";"11/10/2011 18:21:23";"10/02/2012 18:21:23";"PRODUCT 8";"Switzerland";"Kathrine Janas";"28.816"
"YELLOW";"10,663.781";"Company 8";"EARLY";"SHORT LISTED";"11/10/2011 00:37:23";"09/01/2012 00:37:23";"PRODUCT 8";"France";"Jerri Preble";"52.857"
"YELLOW";"9,834.497";"Company 4";"ADVANCED";"VERBAL COMMITMENT";"04/10/2011 14:53:23";"21/01/2012 14:53:23";"PRODUCT 2";"Mexico";"Jerri Preble";"56.333"
"GREY";"12,264.046";"Company 1";"ADVANCED";"LOST";"13/10/2011 13:32:23";"29/01/2012 13:32:23";"PRODUCT 10";"Switzerland";"Julio Burdge";"29.541"
"YELLOW";"14,560.984";"Company 3";"ADVANCED";"QUALIFIED";"15/10/2011 13:39:23";"02/02/2012 13:39:23";"PRODUCT 8";"Netherlands";"Kathrine Janas";"71.723"
"RED";"10,877.399";"Company 9";"ADVANCED";"STANDBY";"11/10/2011 15:57:23";"29/01/2012 15:57:23";"PRODUCT 10";"Russia";"Nita Marling";"17.951"
"GREEN";"10,384.964";"Company 7";"ADVANCED";"SHORT LISTED";"09/10/2011 02:33:23";"15/01/2012 02:33:23";"PRODUCT 5";"Saudi Arabia";"Neva Hunger";"76.075"
"YELLOW";"14,708.206";"Company 6";"EARLY";"WIN";"25/10/2011 09:41:23";"27/02/2012 09:41:23";"PRODUCT 7";"India";"Darryl Innes";"71.004"
"RED";"11,670.456";"Company 6";"EARLY";"SHORT LISTED";"21/10/2011 10:31:23";"06/02/2012 10:31:23";"PRODUCT 4";"Sweden";"Kathrine Janas";"18.579"
"GREEN";"8,457.954";"Company 1";"ADVANCED";"QUALIFIED";"16/10/2011 07:03:23";"03/02/2012 07:03:23";"PRODUCT 3";"Turkey";"Jamie Gilbeau";"76.306"
"GREY";"10,057.572";"Company 6";"STANDBY";"QUALIFIED";"24/10/2011 23:10:23";"26/02/2012 23:10:23";"PRODUCT 8";"Netherlands";"Jamie Gilbeau";"43.229"
"RED";"11,573.631";"Company 7";"ADVANCED";"QUALIFIED";"19/10/2011 21:36:23";"01/03/2012 21:36:23";"PRODUCT 10";"Saudi Arabia";"Roxie Foraker";"6.174"
"YELLOW";"11,779.267";"Company 3";"STANDBY";"STANDBY";"04/10/2011 15:30:23";"28/01/2012 15:30:23";"PRODUCT 10";"Switzerland";"Jerri Preble";"54.675"
"RED";"8,007.833";"Company 3";"STANDBY";"DEMO";"10/10/2011 08:52:23";"12/02/2012 08:52:23";"PRODUCT 8";"South Korea";"Jamie Gilbeau";"11.806"
"YELLOW";"11,239.793";"Company 6";"EARLY";"SHORT LISTED";"04/10/2011 22:07:23";"02/01/2012 22:07:23";"PRODUCT 6";"Indonesia";"Julio Burdge";"53.211"
"RED";"9,990.579";"Company 1";"STANDBY";"QUALIFIED";"02/11/2011 02:10:23";"19/02/2012 02:10:23";"PRODUCT 6";"Sweden";"Kathrine Janas";"11.589"
"GREEN";"9,354.883";"Company 9";"EARLY";"SHORT LISTED";"21/11/2011 22:16:23";"07/03/2012 22:16:23";"PRODUCT 6";"Italy";"Nita Marling";"88.9"
"RED";"14,312.85";"Company 6";"EARLY";"LOST";"11/11/2011 18:55:23";"13/02/2012 18:55:23";"PRODUCT 11";"United Kingdom";"Darryl Innes";"23.552"
"GREEN";"10,153.645";"Company 5";"STANDBY";"STANDBY";"21/11/2011 21:54:23";"26/02/2012 21:54:23";"PRODUCT 11";"Switzerland";"Kathrine Janas";"84.85"
"GREEN";"8,621.851";"Company 7";"EARLY";"VERBAL COMMITMENT";"04/11/2011 17:03:23";"17/03/2012 17:03:23";"PRODUCT 3";"Poland";"Jamie Gilbeau";"91.951"
"GREEN";"13,142.184";"Company 4";"EARLY";"STANDBY";"20/11/2011 14:24:23";"24/03/2012 14:24:23";"PRODUCT 5";"United Kingdom";"Darryl Innes";"79.617"
"YELLOW";"10,227.981";"Company 2";"EARLY";"CONTACTED";"13/11/2011 05:41:23";"11/02/2012 05:41:23";"PRODUCT 6";"Spain";"Roxie Foraker";"58.002"
"GREY";"11,928.933";"Company 8";"EARLY";"CONTACTED";"25/11/2011 22:47:23";"07/03/2012 22:47:23";"PRODUCT 8";"Belgium";"Jerri Preble";"38.764"
"RED";"14,923.533";"Company 5";"EARLY";"QUALIFIED";"06/11/2011 17:26:23";"15/02/2012 17:26:23";"PRODUCT 1";"Russia";"Darryl Innes";"24.752"
"GREEN";"9,611.709";"Company 3";"EARLY";"WIN";"12/11/2011 23:11:23";"18/03/2012 23:11:23";"PRODUCT 8";"Russia";"Jamie Gilbeau";"85.544"
"YELLOW";"13,313.107";"Company 6";"STANDBY";"CONTACTED";"16/11/2011 17:21:23";"21/03/2012 17:21:23";"PRODUCT 2";"Switzerland";"Roxie Foraker";"66.091"
"RED";"12,426.49";"Company 6";"STANDBY";"VERBAL COMMITMENT";"18/11/2011 23:19:23";"27/03/2012 23:19:23";"PRODUCT 8";"Mexico";"Roxie Foraker";"0.741"
"GREY";"8,155.74";"Company 9";"ADVANCED";"WIN";"15/11/2011 02:00:23";"01/03/2012 02:00:23";"PRODUCT 11";"Indonesia";"Kathrine Janas";"29.904"
"GREY";"12,157.9";"Company 7";"STANDBY";"WIN";"14/11/2011 09:21:23";"02/03/2012 09:21:23";"PRODUCT 10";"Turkey";"Roxie Foraker";"41.633"
"GREEN";"8,218.76";"Company 9";"STANDBY";"QUALIFIED";"05/11/2011 15:57:23";"13/02/2012 15:57:23";"PRODUCT 5";"China";"Darryl Innes";"85.365"
"GREY";"9,811.425";"Company 3";"STANDBY";"DEMO";"12/11/2011 10:50:23";"14/03/2012 10:50:23";"PRODUCT 7";"Netherlands";"Neva Hunger";"30.115"
"YELLOW";"9,143.355";"Company 6";"ADVANCED";"LOST";"25/11/2011 20:40:23";"03/04/2012 20:40:23";"PRODUCT 1";"Norway";"Julio Burdge";"64.368"
"YELLOW";"14,047.339";"Company 8";"EARLY";"CONTACTED";"17/11/2011 21:29:23";"25/02/2012 21:29:23";"PRODUCT 10";"Saudi Arabia";"Roxie Foraker";"59.946"
"GREY";"13,821.863";"Company 7";"EARLY";"CONTACTED";"16/11/2011 21:42:23";"01/03/2012 21:42:23";"PRODUCT 11";"Turkey";"Nita Marling";"47.106"
"YELLOW";"10,876.356";"Company 1";"EARLY";"QUALIFIED";"08/11/2011 06:48:23";"19/03/2012 06:48:23";"PRODUCT 8";"China";"Nita Marling";"73.148"
"GREY";"11,786.775";"Company 2";"ADVANCED";"LOST";"31/10/2011 07:35:23";"07/03/2012 07:35:23";"PRODUCT 6";"Brazil";"Roxie Foraker";"41.782"
"YELLOW";"13,116.994";"Company 4";"STANDBY";"STANDBY";"14/11/2011 09:04:23";"24/03/2012 09:04:23";"PRODUCT 3";"France";"Darryl Innes";"55.538"
"RED";"12,111.47";"Company 3";"STANDBY";"WIN";"05/11/2011 21:03:23";"07/02/2012 21:03:23";"PRODUCT 8";"Norway";"Darryl Innes";"8.466"
"RED";"11,114.66";"Company 1";"STANDBY";"CONTACTED";"22/11/2011 11:16:23";"06/03/2012 11:16:23";"PRODUCT 10";"Germany";"Roxie Foraker";"1.407"
"GREEN";"14,322.649";"Company 8";"ADVANCED";"VERBAL COMMITMENT";"26/11/2011 19:29:23";"10/03/2012 19:29:23";"PRODUCT 1";"Brazil";"Roxie Foraker";"77.092"
"GREEN";"10,222.459";"Company 3";"ADVANCED";"STANDBY";"17/11/2011 07:37:23";"15/03/2012 07:37:23";"PRODUCT 4";"Japan";"Julio Burdge";"97.334"
"RED";"11,824.511";"Company 8";"ADVANCED";"CONTACTED";"03/11/2011 06:02:23";"28/02/2012 06:02:23";"PRODUCT 2";"South Korea";"Nita Marling";"9.592"
"GREEN";"11,543.712";"Company 8";"EARLY";"QUALIFIED";"26/11/2011 01:03:23";"02/03/2012 01:03:23";"PRODUCT 10";"Saudi Arabia";"Julio Burdge";"75.145"
"YELLOW";"10,334.624";"Company 1";"ADVANCED";"SHORT LISTED";"16/11/2011 01:37:23";"14/02/2012 01:37:23";"PRODUCT 4";"United Kingdom";"Roxie Foraker";"56.177"
"GREEN";"9,436.2";"Company 6";"ADVANCED";"STANDBY";"17/11/2011 13:17:23";"24/03/2012 13:17:23";"PRODUCT 10";"Canada";"Roxie Foraker";"84.008"
"YELLOW";"8,831.535";"Company 2";"EARLY";"SHORT LISTED";"26/12/2011 08:28:23";"29/03/2012 08:28:23";"PRODUCT 10";"South Korea";"Julio Burdge";"55.753"
"GREY";"9,278.125";"Company 5";"EARLY";"STANDBY";"19/12/2011 00:56:23";"19/04/2012 00:56:23";"PRODUCT 8";"Turkey";"Jerri Preble";"31.675"
"GREY";"9,514.084";"Company 3";"ADVANCED";"VERBAL COMMITMENT";"01/12/2011 15:44:23";"06/03/2012 15:44:23";"PRODUCT 3";"Australia";"Julio Burdge";"30.482"
"GREY";"12,995.791";"Company 1";"ADVANCED";"QUALIFIED";"23/12/2011 05:00:23";"26/03/2012 05:00:23";"PRODUCT 8";"Italy";"Julio Burdge";"44.859"
"RED";"11,272.448";"Company 6";"STANDBY";"STANDBY";"08/12/2011 19:28:23";"15/04/2012 19:28:23";"PRODUCT 6";"Sweden";"Jamie Gilbeau";"24.477"
"GREEN";"10,852.999";"Company 8";"ADVANCED";"WIN";"22/12/2011 00:44:23";"19/04/2012 00:44:23";"PRODUCT 8";"Japan";"Neva Hunger";"98.755"
"GREY";"11,170.894";"Company 1";"EARLY";"LOST";"23/12/2011 07:02:23";"23/04/2012 07:02:23";"PRODUCT 5";"Belgium";"Neva Hunger";"36.645"
"YELLOW";"11,002.164";"Company 4";"ADVANCED";"VERBAL COMMITMENT";"23/12/2011 14:33:23";"09/04/2012 14:33:23";"PRODUCT 11";"Saudi Arabia";"Nita Marling";"65.697"
"GREEN";"10,442.26";"Company 7";"EARLY";"DEMO";"03/12/2011 23:07:23";"31/03/2012 23:07:23";"PRODUCT 2";"United Kingdom";"Roxie Foraker";"97.669"
"GREY";"12,297.154";"Company 5";"ADVANCED";"LOST";"18/12/2011 10:47:23";"28/03/2012 10:47:23";"PRODUCT 8";"Mexico";"Jamie Gilbeau";"32.963"
"GREY";"14,494.144";"Company 5";"ADVANCED";"QUALIFIED";"07/12/2011 23:34:23";"10/04/2012 23:34:23";"PRODUCT 6";"Spain";"Roxie Foraker";"41.127"
"GREY";"14,867.842";"Company 4";"ADVANCED";"WIN";"20/12/2011 08:37:23";"18/04/2012 08:37:23";"PRODUCT 8";"France";"Neva Hunger";"39.715"
"RED";"9,426.823";"Company 5";"STANDBY";"DEMO";"23/12/2011 04:20:23";"27/03/2012 04:20:23";"PRODUCT 6";"Australia";"Jamie Gilbeau";"18.752"
"GREEN";"8,956.381";"Company 6";"EARLY";"CONTACTED";"24/12/2011 05:08:23";"06/05/2012 05:08:23";"PRODUCT 8";"India";"Jerri Preble";"83.078"
"RED";"9,562.885";"Company 4";"EARLY";"WIN";"16/12/2011 09:09:23";"29/03/2012 09:09:23";"PRODUCT 5";"Germany";"Neva Hunger";"9.838"
"GREY";"8,515.191";"Company 3";"EARLY";"DEMO";"15/12/2011 19:07:23";"05/04/2012 19:07:23";"PRODUCT 5";"Poland";"Jamie Gilbeau";"43.37"
"YELLOW";"11,488.577";"Company 4";"EARLY";"QUALIFIED";"13/12/2011 03:45:23";"10/04/2012 03:45:23";"PRODUCT 2";"Australia";"Jamie Gilbeau";"74.783"
"GREEN";"14,066.677";"Company 1";"ADVANCED";"DEMO";"12/12/2011 16:12:23";"01/04/2012 16:12:23";"PRODUCT 6";"Poland";"Darryl Innes";"78.458"
"RED";"12,106.879";"Company 3";"STANDBY";"QUALIFIED";"03/12/2011 04:51:23";"10/04/2012 04:51:23";"PRODUCT 8";"Germany";"Darryl Innes";"2.77"
"GREY";"13,324.654";"Company 4";"STANDBY";"DEMO";"07/12/2011 16:49:23";"06/03/2012 16:49:23";"PRODUCT 10";"Japan";"Julio Burdge";"37.266"
"RED";"10,202.29";"Company 7";"EARLY";"VERBAL COMMITMENT";"05/12/2011 10:55:23";"20/03/2012 10:55:23";"PRODUCT 10";"Belgium";"Jerri Preble";"3.593"
"GREY";"9,077.494";"Company 5";"ADVANCED";"SHORT LISTED";"17/12/2011 21:34:23";"07/04/2012 21:34:23";"PRODUCT 6";"Brazil";"Darryl Innes";"42.418"
"GREEN";"9,017.336";"Company 8";"ADVANCED";"STANDBY";"30/11/2011 01:39:23";"12/04/2012 01:39:23";"PRODUCT 6";"Spain";"Darryl Innes";"93.622"
"GREEN";"14,832.997";"Company 6";"ADVANCED";"DEMO";"17/12/2011 21:04:23";"24/03/2012 21:04:23";"PRODUCT 3";"China";"Jamie Gilbeau";"92.025"
"GREY";"9,340.799";"Company 1";"EARLY";"DEMO";"27/12/2011 11:45:23";"17/04/2012 11:45:23";"PRODUCT 5";"France";"Kathrine Janas";"25.909"
"GREY";"14,724.974";"Company 2";"STANDBY";"LOST";"20/12/2011 03:23:23";"03/04/2012 03:23:23";"PRODUCT 6";"Canada";"Nita Marling";"30.61"
"RED";"10,607.658";"Company 1";"STANDBY";"CONTACTED";"02/12/2011 14:18:23";"21/03/2012 14:18:23";"PRODUCT 8";"Germany";"Nita Marling";"14.433"
"GREY";"10,181.552";"Company 8";"STANDBY";"VERBAL COMMITMENT";"13/12/2011 12:35:23";"28/03/2012 12:35:23";"PRODUCT 1";"India";"Neva Hunger";"39.173"
"RED";"9,510.755";"Company 3";"EARLY";"DEMO";"14/12/2011 13:01:23";"19/04/2012 13:01:23";"PRODUCT 1";"France";"Neva Hunger";"2.488"
"GREEN";"9,855.197";"Company 1";"EARLY";"QUALIFIED";"08/12/2011 10:19:23";"31/03/2012 10:19:23";"PRODUCT 4";"Australia";"Jamie Gilbeau";"94.402"
"GREY";"13,624.179";"Company 7";"STANDBY";"DEMO";"26/01/2012 20:55:23";"26/04/2012 20:55:23";"PRODUCT 3";"Poland";"Jerri Preble";"25.207"
"GREY";"8,314.457";"Company 3";"EARLY";"VERBAL COMMITMENT";"02/01/2012 03:40:23";"10/05/2012 03:40:23";"PRODUCT 11";"India";"Neva Hunger";"47.016"
"RED";"10,538.364";"Company 3";"EARLY";"CONTACTED";"18/01/2012 16:36:23";"11/05/2012 16:36:23";"PRODUCT 10";"Sweden";"Jerri Preble";"16.238"
"YELLOW";"12,997.42";"Company 8";"STANDBY";"VERBAL COMMITMENT";"10/01/2012 02:29:23";"01/05/2012 02:29:23";"PRODUCT 7";"Netherlands";"Darryl Innes";"69.257"
"RED";"8,006.911";"Company 1";"EARLY";"WIN";"27/01/2012 04:23:23";"10/05/2012 04:23:23";"PRODUCT 8";"Belgium";"Darryl Innes";"8.545"
"RED";"10,926.898";"Company 8";"ADVANCED";"CONTACTED";"25/01/2012 20:59:23";"27/04/2012 20:59:23";"PRODUCT 1";"Netherlands";"Jamie Gilbeau";"21.517"
"GREEN";"8,605.128";"Company 3";"EARLY";"DEMO";"13/01/2012 20:57:23";"25/04/2012 20:57:23";"PRODUCT 7";"Mexico";"Neva Hunger";"79.358"
"GREEN";"11,687.32";"Company 1";"ADVANCED";"VERBAL COMMITMENT";"26/01/2012 20:18:23";"01/06/2012 20:18:23";"PRODUCT 1";"Germany";"Jerri Preble";"88.11"
"GREEN";"13,400.285";"Company 5";"ADVANCED";"SHORT LISTED";"19/01/2012 04:22:23";"18/04/2012 04:22:23";"PRODUCT 1";"Belgium";"Julio Burdge";"89.27"
"GREY";"9,163.354";"Company 2";"STANDBY";"WIN";"01/01/2012 06:34:23";"27/04/2012 06:34:23";"PRODUCT 5";"Norway";"Jerri Preble";"32.179"
"YELLOW";"9,133.59";"Company 3";"EARLY";"QUALIFIED";"25/01/2012 17:37:23";"10/05/2012 17:37:23";"PRODUCT 6";"Saudi Arabia";"Nita Marling";"65.458"
"RED";"12,540.238";"Company 4";"STANDBY";"CONTACTED";"11/01/2012 14:18:23";"04/05/2012 14:18:23";"PRODUCT 8";"Saudi Arabia";"Kathrine Janas";"19.75"
"GREEN";"12,413.889";"Company 5";"STANDBY";"CONTACTED";"15/01/2012 22:39:23";"24/04/2012 22:39:23";"PRODUCT 5";"Sweden";"Kathrine Janas";"79.061"
"YELLOW";"10,065.836";"Company 9";"EARLY";"QUALIFIED";"24/01/2012 09:39:23";"27/05/2012 09:39:23";"PRODUCT 8";"Brazil";"Jerri Preble";"62.922"
"YELLOW";"13,423.073";"Company 5";"ADVANCED";"VERBAL COMMITMENT";"02/01/2012 15:36:23";"17/04/2012 15:36:23";"PRODUCT 2";"Saudi Arabia";"Jamie Gilbeau";"66.689"
"GREY";"9,074.416";"Company 3";"ADVANCED";"STANDBY";"18/01/2012 02:08:23";"18/05/2012 02:08:23";"PRODUCT 11";"Japan";"Nita Marling";"32.198"
"GREY";"11,633.216";"Company 7";"ADVANCED";"LOST";"26/01/2012 09:55:23";"04/05/2012 09:55:23";"PRODUCT 11";"Brazil";"Roxie Foraker";"46.077"
"GREEN";"8,772.133";"Company 5";"ADVANCED";"WIN";"03/01/2012 21:58:23";"18/04/2012 21:58:23";"PRODUCT 6";"South Korea";"Roxie Foraker";"87.961"
"GREEN";"14,035.424";"Company 4";"EARLY";"QUALIFIED";"26/01/2012 23:41:23";"05/06/2012 23:41:23";"PRODUCT 5";"Italy";"Jamie Gilbeau";"75.877"
